"","GEO.display.label","NAICS.id","NAICS.display.label","EMP"
"45682","Mississippi","519130","Internet publishing and broadcasting and web search portals","65"
"45839","Mississippi","541360","Geophysical surveying and mapping services","55"
"45841","Mississippi","541370","Surveying and mapping (except geophysical) services","562"
"45843","Mississippi","541380","Testing laboratories","289"
"46035","Mississippi","621111","Offices of physicians (except mental health specialists)","19156"
"46039","Mississippi","621210","Offices of dentists","5548"
"46050","Mississippi","621391","Offices of podiatrists","151"
"46077","Mississippi","622110","General medical and surgical hospitals","66489"
"46684","Missouri","325211","Plastics material and resin manufacturing","749"
"46697","Missouri","325411","Medicinal and botanical manufacturing","1380"
"46698","Missouri","325412","Pharmaceutical preparation manufacturing","1516"
"46787","Missouri","331110","Iron and steel mills and ferroalloy manufacturing","23"
"46790","Missouri","331210","Iron and steel pipe and tube manufacturing from purchased steel","208"
"46793","Missouri","331222","Steel wire drawing","1196"
"46814","Missouri","331523","Nonferrous metal die-casting foundries","776"
"46816","Missouri","331529","Other nonferrous metal foundries (except die-casting)","184"
"46822","Missouri","332114","Custom roll forming","452"
"46840","Missouri","332410","Power boiler and heat exchanger manufacturing","233"
"46842","Missouri","332420","Metal tank (heavy gauge) manufacturing","1208"
"46848","Missouri","332510","Hardware manufacturing","44"
"46858","Missouri","332722","Bolt, nut, screw, rivet, and washer manufacturing","185"
"46862","Missouri","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","818"
"46863","Missouri","332813","Electroplating, plating, polishing, anodizing, and coloring","884"
"46873","Missouri","332994","Small arms, ordnance, and ordnance accessories manufacturing","75"
"46884","Missouri","333131","Mining machinery and equipment manufacturing","260"
"46905","Missouri","333511","Industrial mold manufacturing","978"
"46906","Missouri","333514","Special die and tool, die set, jig, and fixture manufacturing","1249"
"46907","Missouri","333515","Cutting tool and machine tool accessory manufacturing","209"
"46913","Missouri","333612","Speed changer, industrial high-speed drive, and gear manufacturing","264"
"46919","Missouri","333912","Air and gas compressor manufacturing","817"
"46937","Missouri","334111","Electronic computer manufacturing","53"
"46944","Missouri","334220","Radio and television broadcasting and wireless communications equipment manufacturing","47"
"46949","Missouri","334310","Audio and video equipment manufacturing","30"
"46956","Missouri","334418","Printed circuit assembly (electronic assembly) manufacturing","164"
"46960","Missouri","334510","Electromedical and electrotherapeutic apparatus manufacturing","182"
"46961","Missouri","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","27"
"46963","Missouri","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","673"
"46967","Missouri","334519","Other measuring and controlling device manufacturing","38"
"46970","Missouri","334614","Software and other prerecorded compact disc, tape, and record reproducing","88"
"46984","Missouri","335311","Power, distribution, and specialty transformer manufacturing","1681"
"46985","Missouri","335312","Motor and generator manufacturing","1415"
"46986","Missouri","335313","Switchgear and switchboard apparatus manufacturing","571"
"46987","Missouri","335314","Relay and industrial control manufacturing","302"
"46990","Missouri","335911","Storage battery manufacturing","1737"
"47009","Missouri","336211","Motor vehicle body manufacturing","709"
"47010","Missouri","336212","Truck trailer manufacturing","1155"
"47017","Missouri","336320","Motor vehicle electrical and electronic equipment manufacturing","952"
"47019","Missouri","336330","Motor vehicle steering and suspension components (except spring) manufacturing","1442"
"47021","Missouri","336340","Motor vehicle brake system manufacturing","764"
"47025","Missouri","336360","Motor vehicle seating and interior trim manufacturing","1178"
"47027","Missouri","336370","Motor vehicle metal stamping","791"
"47029","Missouri","336390","Other motor vehicle parts manufacturing","4467"
"47034","Missouri","336413","Other aircraft parts and auxiliary equipment manufacturing","909"
"47039","Missouri","336510","Railroad rolling stock manufacturing","956"
"47042","Missouri","336611","Ship building and repairing","735"
"47072","Missouri","339112","Surgical and medical instrument manufacturing","1995"
"47073","Missouri","339113","Surgical appliance and supplies manufacturing","618"
"47444","Missouri","483211","Inland water freight transportation","498"
"47449","Missouri","484110","General freight trucking, local","4190"
"47451","Missouri","484121","General freight trucking, long-distance, truckload","13418"
"47489","Missouri","486210","Pipeline transportation of natural gas","244"
"47786","Missouri","541370","Surveying and mapping (except geophysical) services","865"
"47788","Missouri","541380","Testing laboratories","914"
"47985","Missouri","621111","Offices of physicians (except mental health specialists)","35459"
"47989","Missouri","621210","Offices of dentists","14324"
"47994","Missouri","621320","Offices of optometrists","2479"
"48000","Missouri","621391","Offices of podiatrists","569"
"48028","Missouri","622110","General medical and surgical hospitals","130675"
"48682","Montana","331529","Other nonferrous metal foundries (except die-casting)","21"
"48725","Montana","332992","Small arms ammunition manufacturing","75"
"48726","Montana","332994","Small arms, ordnance, and ordnance accessories manufacturing","255"
"48796","Montana","334519","Other measuring and controlling device manufacturing","24"
"48871","Montana","339113","Surgical appliance and supplies manufacturing","327"
"49233","Montana","484121","General freight trucking, long-distance, truckload","1300"
"49267","Montana","486110","Pipeline transportation of crude oil","99"
"49387","Montana","518210","Data processing, hosting, and related services","848"
"49550","Montana","541360","Geophysical surveying and mapping services","112"
"49552","Montana","541370","Surveying and mapping (except geophysical) services","244"
"49554","Montana","541380","Testing laboratories","292"
"49747","Montana","621111","Offices of physicians (except mental health specialists)","5472"
"49751","Montana","621210","Offices of dentists","3039"
"49756","Montana","621320","Offices of optometrists","528"
"49762","Montana","621391","Offices of podiatrists","83"
"49789","Montana","622110","General medical and surgical hospitals","21507"
"50451","Nebraska","331511","Iron foundries","297"
"50460","Nebraska","332114","Custom roll forming","784"
"50533","Nebraska","333511","Industrial mold manufacturing","39"
"50534","Nebraska","333514","Special die and tool, die set, jig, and fixture manufacturing","311"
"50542","Nebraska","333613","Mechanical power transmission equipment manufacturing","180"
"50546","Nebraska","333912","Air and gas compressor manufacturing","20"
"50578","Nebraska","334418","Printed circuit assembly (electronic assembly) manufacturing","109"
"50582","Nebraska","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","18"
"50584","Nebraska","334516","Analytical laboratory instrument manufacturing","824"
"50599","Nebraska","335313","Switchgear and switchboard apparatus manufacturing","458"
"50614","Nebraska","336211","Motor vehicle body manufacturing","269"
"51035","Nebraska","484110","General freight trucking, local","1793"
"51037","Nebraska","484121","General freight trucking, long-distance, truckload","13971"
"51052","Nebraska","485210","Interurban and rural bus transportation","33"
"51074","Nebraska","486210","Pipeline transportation of natural gas","585"
"51077","Nebraska","486910","Pipeline transportation of refined petroleum products","44"
"51189","Nebraska","518210","Data processing, hosting, and related services","3790"
"51197","Nebraska","519130","Internet publishing and broadcasting and web search portals","943"
"51354","Nebraska","541360","Geophysical surveying and mapping services","32"
"51358","Nebraska","541380","Testing laboratories","384"
"51554","Nebraska","621111","Offices of physicians (except mental health specialists)","14210"
"51558","Nebraska","621210","Offices of dentists","4939"
"51563","Nebraska","621320","Offices of optometrists","1101"
"51569","Nebraska","621391","Offices of podiatrists","193"
"51596","Nebraska","622110","General medical and surgical hospitals","38126"
"52165","Nevada","325211","Plastics material and resin manufacturing","134"
"52175","Nevada","325412","Pharmaceutical preparation manufacturing","563"
"52272","Nevada","332114","Custom roll forming","35"
"52293","Nevada","332510","Hardware manufacturing","174"
"52302","Nevada","332722","Bolt, nut, screw, rivet, and washer manufacturing","587"
"52307","Nevada","332813","Electroplating, plating, polishing, anodizing, and coloring","132"
"52316","Nevada","332994","Small arms, ordnance, and ordnance accessories manufacturing","119"
"52342","Nevada","333511","Industrial mold manufacturing","20"
"52354","Nevada","333912","Air and gas compressor manufacturing","67"
"52381","Nevada","334412","Bare printed circuit board manufacturing","83"
"52383","Nevada","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","54"
"52385","Nevada","334418","Printed circuit assembly (electronic assembly) manufacturing","309"
"52397","Nevada","334519","Other measuring and controlling device manufacturing","63"
"52415","Nevada","335313","Switchgear and switchboard apparatus manufacturing","61"
"52416","Nevada","335314","Relay and industrial control manufacturing","87"
"52437","Nevada","336310","Motor vehicle gasoline engine and engine parts manufacturing","131"
"52450","Nevada","336411","Aircraft manufacturing","28"
"52452","Nevada","336413","Other aircraft parts and auxiliary equipment manufacturing","99"
"52486","Nevada","339113","Surgical appliance and supplies manufacturing","74"
"52857","Nevada","484110","General freight trucking, local","1180"
"52875","Nevada","485210","Interurban and rural bus transportation","198"
"52894","Nevada","486210","Pipeline transportation of natural gas","46"
"53017","Nevada","518210","Data processing, hosting, and related services","1615"
"53025","Nevada","519130","Internet publishing and broadcasting and web search portals","520"
"53181","Nevada","541360","Geophysical surveying and mapping services","112"
"53183","Nevada","541370","Surveying and mapping (except geophysical) services","292"
"53185","Nevada","541380","Testing laboratories","824"
"53380","Nevada","621111","Offices of physicians (except mental health specialists)","15833"
"53384","Nevada","621210","Offices of dentists","7462"
"53395","Nevada","621391","Offices of podiatrists","236"
"53423","Nevada","622110","General medical and surgical hospitals","28660"
"53707","New Hampshire","221111","Hydroelectric power generation","52"
"53975","New Hampshire","325211","Plastics material and resin manufacturing","281"
"53986","New Hampshire","325412","Pharmaceutical preparation manufacturing","640"
"54085","New Hampshire","331524","Aluminum foundries (except die-casting)","490"
"54126","New Hampshire","332811","Metal heat treating","87"
"54127","New Hampshire","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","185"
"54128","New Hampshire","332813","Electroplating, plating, polishing, anodizing, and coloring","234"
"54150","New Hampshire","333242","Semiconductor machinery manufacturing","45"
"54166","New Hampshire","333511","Industrial mold manufacturing","188"
"54167","New Hampshire","333514","Special die and tool, die set, jig, and fixture manufacturing","128"
"54168","New Hampshire","333515","Cutting tool and machine tool accessory manufacturing","151"
"54195","New Hampshire","334118","Computer terminal and other computer peripheral equipment manufacturing","390"
"54208","New Hampshire","334412","Bare printed circuit board manufacturing","679"
"54209","New Hampshire","334413","Semiconductor and related device manufacturing","443"
"54210","New Hampshire","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","432"
"54211","New Hampshire","334417","Electronic connector manufacturing","439"
"54212","New Hampshire","334418","Printed circuit assembly (electronic assembly) manufacturing","1344"
"54222","New Hampshire","334516","Analytical laboratory instrument manufacturing","335"
"54224","New Hampshire","334519","Other measuring and controlling device manufacturing","554"
"54241","New Hampshire","335311","Power, distribution, and specialty transformer manufacturing","58"
"54242","New Hampshire","335312","Motor and generator manufacturing","49"
"54260","New Hampshire","336211","Motor vehicle body manufacturing","122"
"54264","New Hampshire","336310","Motor vehicle gasoline engine and engine parts manufacturing","7"
"54266","New Hampshire","336320","Motor vehicle electrical and electronic equipment manufacturing","643"
"54311","New Hampshire","339112","Surgical and medical instrument manufacturing","1656"
"54675","New Hampshire","484110","General freight trucking, local","1502"
"54677","New Hampshire","484121","General freight trucking, long-distance, truckload","458"
"54689","New Hampshire","485113","Bus and other motor vehicle transit systems","117"
"54693","New Hampshire","485210","Interurban and rural bus transportation","304"
"54715","New Hampshire","486210","Pipeline transportation of natural gas","37"
"54816","New Hampshire","517410","Satellite telecommunications","25"
"54824","New Hampshire","518210","Data processing, hosting, and related services","953"
"54983","New Hampshire","541370","Surveying and mapping (except geophysical) services","225"
"54985","New Hampshire","541380","Testing laboratories","363"
"55182","New Hampshire","621111","Offices of physicians (except mental health specialists)","8447"
"55186","New Hampshire","621210","Offices of dentists","4516"
"55191","New Hampshire","621320","Offices of optometrists","534"
"55197","New Hampshire","621391","Offices of podiatrists","126"
"55223","New Hampshire","622110","General medical and surgical hospitals","25435"
"55515","New Jersey","221114","Solar electric power generation","77"
"55815","New Jersey","325211","Plastics material and resin manufacturing","1390"
"55827","New Jersey","325412","Pharmaceutical preparation manufacturing","11415"
"55859","New Jersey","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","514"
"55914","New Jersey","331110","Iron and steel mills and ferroalloy manufacturing","508"
"55917","New Jersey","331210","Iron and steel pipe and tube manufacturing from purchased steel","341"
"55941","New Jersey","331523","Nonferrous metal die-casting foundries","445"
"55947","New Jersey","332111","Iron and steel forging","117"
"55949","New Jersey","332114","Custom roll forming","264"
"55967","New Jersey","332410","Power boiler and heat exchanger manufacturing","273"
"55969","New Jersey","332420","Metal tank (heavy gauge) manufacturing","230"
"55975","New Jersey","332510","Hardware manufacturing","86"
"55985","New Jersey","332722","Bolt, nut, screw, rivet, and washer manufacturing","462"
"55988","New Jersey","332811","Metal heat treating","131"
"55989","New Jersey","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","693"
"55990","New Jersey","332813","Electroplating, plating, polishing, anodizing, and coloring","831"
"56016","New Jersey","333242","Semiconductor machinery manufacturing","89"
"56032","New Jersey","333511","Industrial mold manufacturing","456"
"56033","New Jersey","333514","Special die and tool, die set, jig, and fixture manufacturing","481"
"56034","New Jersey","333515","Cutting tool and machine tool accessory manufacturing","188"
"56035","New Jersey","333517","Machine tool manufacturing","199"
"56036","New Jersey","333519","Rolling mill and other metalworking machinery manufacturing","118"
"56040","New Jersey","333612","Speed changer, industrial high-speed drive, and gear manufacturing","210"
"56041","New Jersey","333613","Mechanical power transmission equipment manufacturing","545"
"56045","New Jersey","333911","Pump and pumping equipment manufacturing","236"
"56046","New Jersey","333912","Air and gas compressor manufacturing","232"
"56064","New Jersey","334111","Electronic computer manufacturing","175"
"56066","New Jersey","334118","Computer terminal and other computer peripheral equipment manufacturing","371"
"56071","New Jersey","334220","Radio and television broadcasting and wireless communications equipment manufacturing","1786"
"56079","New Jersey","334412","Bare printed circuit board manufacturing","347"
"56080","New Jersey","334413","Semiconductor and related device manufacturing","1200"
"56081","New Jersey","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","481"
"56082","New Jersey","334417","Electronic connector manufacturing","176"
"56083","New Jersey","334418","Printed circuit assembly (electronic assembly) manufacturing","593"
"56087","New Jersey","334510","Electromedical and electrotherapeutic apparatus manufacturing","2599"
"56090","New Jersey","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","314"
"56091","New Jersey","334514","Totalizing fluid meter and counting device manufacturing","65"
"56092","New Jersey","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","662"
"56093","New Jersey","334516","Analytical laboratory instrument manufacturing","2276"
"56095","New Jersey","334519","Other measuring and controlling device manufacturing","727"
"56106","New Jersey","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","759"
"56116","New Jersey","335311","Power, distribution, and specialty transformer manufacturing","757"
"56118","New Jersey","335313","Switchgear and switchboard apparatus manufacturing","492"
"56125","New Jersey","335921","Fiber optic cable manufacturing","228"
"56147","New Jersey","336310","Motor vehicle gasoline engine and engine parts manufacturing","265"
"56149","New Jersey","336320","Motor vehicle electrical and electronic equipment manufacturing","132"
"56161","New Jersey","336390","Other motor vehicle parts manufacturing","264"
"56165","New Jersey","336412","Aircraft engine and engine parts manufacturing","496"
"56204","New Jersey","339112","Surgical and medical instrument manufacturing","2768"
"56205","New Jersey","339113","Surgical appliance and supplies manufacturing","7087"
"56572","New Jersey","483111","Deep sea freight transportation","390"
"56574","New Jersey","483113","Coastal and great lakes freight transportation","402"
"56585","New Jersey","484121","General freight trucking, long-distance, truckload","6177"
"56603","New Jersey","485210","Interurban and rural bus transportation","1692"
"56625","New Jersey","486210","Pipeline transportation of natural gas","162"
"56628","New Jersey","486910","Pipeline transportation of refined petroleum products","130"
"56653","New Jersey","488320","Marine cargo handling","2582"
"56746","New Jersey","517410","Satellite telecommunications","235"
"56754","New Jersey","518210","Data processing, hosting, and related services","12456"
"56762","New Jersey","519130","Internet publishing and broadcasting and web search portals","3737"
"56924","New Jersey","541360","Geophysical surveying and mapping services","61"
"56926","New Jersey","541370","Surveying and mapping (except geophysical) services","1269"
"56928","New Jersey","541380","Testing laboratories","4791"
"57126","New Jersey","621111","Offices of physicians (except mental health specialists)","69782"
"57130","New Jersey","621210","Offices of dentists","30144"
"57135","New Jersey","621320","Offices of optometrists","3177"
"57141","New Jersey","621391","Offices of podiatrists","2238"
"57169","New Jersey","622110","General medical and surgical hospitals","134495"
"57861","New Mexico","332420","Metal tank (heavy gauge) manufacturing","255"
"57877","New Mexico","332813","Electroplating, plating, polishing, anodizing, and coloring","72"
"57914","New Mexico","333514","Special die and tool, die set, jig, and fixture manufacturing","73"
"57925","New Mexico","333912","Air and gas compressor manufacturing","221"
"57947","New Mexico","334412","Bare printed circuit board manufacturing","141"
"57948","New Mexico","334413","Semiconductor and related device manufacturing","3557"
"57950","New Mexico","334418","Printed circuit assembly (electronic assembly) manufacturing","115"
"57959","New Mexico","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","59"
"57962","New Mexico","334519","Other measuring and controlling device manufacturing","126"
"57998","New Mexico","336320","Motor vehicle electrical and electronic equipment manufacturing","28"
"58009","New Mexico","336413","Other aircraft parts and auxiliary equipment manufacturing","64"
"58401","New Mexico","484110","General freight trucking, local","1137"
"58439","New Mexico","486110","Pipeline transportation of crude oil","120"
"58551","New Mexico","518210","Data processing, hosting, and related services","310"
"58709","New Mexico","541360","Geophysical surveying and mapping services","7"
"58711","New Mexico","541370","Surveying and mapping (except geophysical) services","385"
"58713","New Mexico","541380","Testing laboratories","431"
"58914","New Mexico","621210","Offices of dentists","5442"
"58919","New Mexico","621320","Offices of optometrists","694"
"58925","New Mexico","621391","Offices of podiatrists","240"
"58952","New Mexico","622110","General medical and surgical hospitals","30718"
"59261","New York","221114","Solar electric power generation","155"
"59262","New York","221115","Wind electric power generation","39"
"59571","New York","325211","Plastics material and resin manufacturing","931"
"59584","New York","325411","Medicinal and botanical manufacturing","2293"
"59585","New York","325412","Pharmaceutical preparation manufacturing","12241"
"59619","New York","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","58"
"59674","New York","331110","Iron and steel mills and ferroalloy manufacturing","1609"
"59701","New York","331523","Nonferrous metal die-casting foundries","320"
"59702","New York","331524","Aluminum foundries (except die-casting)","284"
"59703","New York","331529","Other nonferrous metal foundries (except die-casting)","464"
"59707","New York","332111","Iron and steel forging","364"
"59709","New York","332114","Custom roll forming","247"
"59727","New York","332410","Power boiler and heat exchanger manufacturing","2187"
"59729","New York","332420","Metal tank (heavy gauge) manufacturing","836"
"59735","New York","332510","Hardware manufacturing","866"
"59745","New York","332722","Bolt, nut, screw, rivet, and washer manufacturing","1252"
"59748","New York","332811","Metal heat treating","629"
"59749","New York","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","1669"
"59750","New York","332813","Electroplating, plating, polishing, anodizing, and coloring","1650"
"59792","New York","333511","Industrial mold manufacturing","1504"
"59793","New York","333514","Special die and tool, die set, jig, and fixture manufacturing","689"
"59794","New York","333515","Cutting tool and machine tool accessory manufacturing","1155"
"59795","New York","333517","Machine tool manufacturing","1209"
"59799","New York","333611","Turbine and turbine generator set units manufacturing","2546"
"59800","New York","333612","Speed changer, industrial high-speed drive, and gear manufacturing","766"
"59801","New York","333613","Mechanical power transmission equipment manufacturing","945"
"59805","New York","333911","Pump and pumping equipment manufacturing","2180"
"59827","New York","334118","Computer terminal and other computer peripheral equipment manufacturing","1352"
"59832","New York","334220","Radio and television broadcasting and wireless communications equipment manufacturing","4621"
"59840","New York","334412","Bare printed circuit board manufacturing","837"
"59841","New York","334413","Semiconductor and related device manufacturing","5565"
"59842","New York","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","2014"
"59844","New York","334418","Printed circuit assembly (electronic assembly) manufacturing","3146"
"59848","New York","334510","Electromedical and electrotherapeutic apparatus manufacturing","1550"
"59851","New York","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","1364"
"59852","New York","334514","Totalizing fluid meter and counting device manufacturing","134"
"59853","New York","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","1775"
"59854","New York","334516","Analytical laboratory instrument manufacturing","578"
"59856","New York","334519","Other measuring and controlling device manufacturing","1992"
"59859","New York","334613","Blank magnetic and optical recording media manufacturing","12"
"59860","New York","334614","Software and other prerecorded compact disc, tape, and record reproducing","375"
"59867","New York","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","1428"
"59877","New York","335311","Power, distribution, and specialty transformer manufacturing","374"
"59878","New York","335312","Motor and generator manufacturing","784"
"59879","New York","335313","Switchgear and switchboard apparatus manufacturing","792"
"59880","New York","335314","Relay and industrial control manufacturing","2235"
"59883","New York","335911","Storage battery manufacturing","504"
"59886","New York","335921","Fiber optic cable manufacturing","248"
"59903","New York","336211","Motor vehicle body manufacturing","880"
"59911","New York","336320","Motor vehicle electrical and electronic equipment manufacturing","2083"
"59917","New York","336350","Motor vehicle transmission and power train parts manufacturing","1319"
"59923","New York","336390","Other motor vehicle parts manufacturing","2754"
"59926","New York","336411","Aircraft manufacturing","2342"
"59927","New York","336412","Aircraft engine and engine parts manufacturing","1916"
"59928","New York","336413","Other aircraft parts and auxiliary equipment manufacturing","2721"
"59933","New York","336510","Railroad rolling stock manufacturing","1755"
"59966","New York","339112","Surgical and medical instrument manufacturing","8220"
"59967","New York","339113","Surgical appliance and supplies manufacturing","2984"
"60335","New York","483111","Deep sea freight transportation","214"
"60341","New York","483211","Inland water freight transportation","173"
"60342","New York","483212","Inland water passenger transportation","447"
"60346","New York","484110","General freight trucking, local","12114"
"60348","New York","484121","General freight trucking, long-distance, truckload","5342"
"60361","New York","485113","Bus and other motor vehicle transit systems","8017"
"60365","New York","485210","Interurban and rural bus transportation","1591"
"60390","New York","486910","Pipeline transportation of refined petroleum products","120"
"60413","New York","488310","Port and harbor operations","1294"
"60508","New York","517410","Satellite telecommunications","262"
"60516","New York","518210","Data processing, hosting, and related services","26840"
"60524","New York","519130","Internet publishing and broadcasting and web search portals","20642"
"60690","New York","541370","Surveying and mapping (except geophysical) services","1674"
"60692","New York","541380","Testing laboratories","5090"
"60890","New York","621111","Offices of physicians (except mental health specialists)","135443"
"60894","New York","621210","Offices of dentists","52703"
"60899","New York","621320","Offices of optometrists","4061"
"60905","New York","621391","Offices of podiatrists","4016"
"60933","New York","622110","General medical and surgical hospitals","388242"
"61539","North Carolina","325120","Industrial gas manufacturing","211"
"61550","North Carolina","325211","Plastics material and resin manufacturing","3107"
"61551","North Carolina","325212","Synthetic rubber manufacturing","182"
"61553","North Carolina","325220","Artificial and synthetic fibers and filaments manufacturing","1595"
"61563","North Carolina","325411","Medicinal and botanical manufacturing","1203"
"61608","North Carolina","326211","Tire manufacturing (except retreading)","5396"
"61651","North Carolina","331110","Iron and steel mills and ferroalloy manufacturing","1108"
"61683","North Carolina","332111","Iron and steel forging","343"
"61685","North Carolina","332114","Custom roll forming","406"
"61705","North Carolina","332420","Metal tank (heavy gauge) manufacturing","621"
"61711","North Carolina","332510","Hardware manufacturing","1313"
"61724","North Carolina","332811","Metal heat treating","232"
"61725","North Carolina","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","840"
"61726","North Carolina","332813","Electroplating, plating, polishing, anodizing, and coloring","512"
"61734","North Carolina","332991","Ball and roller bearing manufacturing","2038"
"61768","North Carolina","333511","Industrial mold manufacturing","665"
"61769","North Carolina","333514","Special die and tool, die set, jig, and fixture manufacturing","541"
"61771","North Carolina","333517","Machine tool manufacturing","116"
"61772","North Carolina","333519","Rolling mill and other metalworking machinery manufacturing","77"
"61776","North Carolina","333612","Speed changer, industrial high-speed drive, and gear manufacturing","332"
"61781","North Carolina","333911","Pump and pumping equipment manufacturing","1675"
"61800","North Carolina","334111","Electronic computer manufacturing","194"
"61802","North Carolina","334118","Computer terminal and other computer peripheral equipment manufacturing","118"
"61807","North Carolina","334220","Radio and television broadcasting and wireless communications equipment manufacturing","827"
"61815","North Carolina","334412","Bare printed circuit board manufacturing","204"
"61817","North Carolina","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","595"
"61824","North Carolina","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","614"
"61826","North Carolina","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","276"
"61827","North Carolina","334514","Totalizing fluid meter and counting device manufacturing","966"
"61829","North Carolina","334516","Analytical laboratory instrument manufacturing","366"
"61831","North Carolina","334519","Other measuring and controlling device manufacturing","706"
"61851","North Carolina","335312","Motor and generator manufacturing","1612"
"61852","North Carolina","335313","Switchgear and switchboard apparatus manufacturing","1538"
"61853","North Carolina","335314","Relay and industrial control manufacturing","1770"
"61876","North Carolina","336211","Motor vehicle body manufacturing","3167"
"61881","North Carolina","336310","Motor vehicle gasoline engine and engine parts manufacturing","1184"
"61885","North Carolina","336330","Motor vehicle steering and suspension components (except spring) manufacturing","244"
"61889","North Carolina","336350","Motor vehicle transmission and power train parts manufacturing","5287"
"61893","North Carolina","336370","Motor vehicle metal stamping","406"
"61895","North Carolina","336390","Other motor vehicle parts manufacturing","4285"
"61898","North Carolina","336411","Aircraft manufacturing","248"
"61899","North Carolina","336412","Aircraft engine and engine parts manufacturing","1640"
"61900","North Carolina","336413","Other aircraft parts and auxiliary equipment manufacturing","1475"
"61906","North Carolina","336611","Ship building and repairing","258"
"61937","North Carolina","339112","Surgical and medical instrument manufacturing","2541"
"61938","North Carolina","339113","Surgical appliance and supplies manufacturing","2918"
"62306","North Carolina","483111","Deep sea freight transportation","25"
"62312","North Carolina","483212","Inland water passenger transportation","25"
"62316","North Carolina","484110","General freight trucking, local","5743"
"62318","North Carolina","484121","General freight trucking, long-distance, truckload","12780"
"62336","North Carolina","485210","Interurban and rural bus transportation","382"
"62358","North Carolina","486210","Pipeline transportation of natural gas","181"
"62478","North Carolina","517410","Satellite telecommunications","24"
"62494","North Carolina","519130","Internet publishing and broadcasting and web search portals","937"
"62655","North Carolina","541370","Surveying and mapping (except geophysical) services","1937"
"62657","North Carolina","541380","Testing laboratories","3578"
"62855","North Carolina","621111","Offices of physicians (except mental health specialists)","62052"
"62859","North Carolina","621210","Offices of dentists","24489"
"62864","North Carolina","621320","Offices of optometrists","4221"
"62898","North Carolina","622110","General medical and surgical hospitals","165396"
"63186","North Dakota","221115","Wind electric power generation","33"
"63453","North Dakota","331110","Iron and steel mills and ferroalloy manufacturing","27"
"63484","North Dakota","332420","Metal tank (heavy gauge) manufacturing","176"
"63966","North Dakota","484110","General freight trucking, local","2040"
"63968","North Dakota","484121","General freight trucking, long-distance, truckload","2147"
"64007","North Dakota","486210","Pipeline transportation of natural gas","369"
"64116","North Dakota","519130","Internet publishing and broadcasting and web search portals","39"
"64267","North Dakota","541380","Testing laboratories","416"
"64459","North Dakota","621111","Offices of physicians (except mental health specialists)","4900"
"64463","North Dakota","621210","Offices of dentists","1996"
"64468","North Dakota","621320","Offices of optometrists","478"
"64501","North Dakota","622110","General medical and surgical hospitals","20403"
"65112","Ohio","325211","Plastics material and resin manufacturing","5044"
"65113","Ohio","325212","Synthetic rubber manufacturing","772"
"65115","Ohio","325220","Artificial and synthetic fibers and filaments manufacturing","181"
"65126","Ohio","325412","Pharmaceutical preparation manufacturing","3964"
"65160","Ohio","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","1428"
"65217","Ohio","331110","Iron and steel mills and ferroalloy manufacturing","13542"
"65220","Ohio","331210","Iron and steel pipe and tube manufacturing from purchased steel","3495"
"65223","Ohio","331222","Steel wire drawing","889"
"65226","Ohio","331313","Alumina refining and primary aluminum production","1381"
"65228","Ohio","331315","Aluminum sheet, plate, and foil manufacturing","593"
"65240","Ohio","331511","Iron foundries","3775"
"65242","Ohio","331513","Steel foundries (except investment)","1111"
"65245","Ohio","331524","Aluminum foundries (except die-casting)","2139"
"65246","Ohio","331529","Other nonferrous metal foundries (except die-casting)","1317"
"65250","Ohio","332111","Iron and steel forging","3089"
"65251","Ohio","332112","Nonferrous forging","1411"
"65252","Ohio","332114","Custom roll forming","2372"
"65272","Ohio","332420","Metal tank (heavy gauge) manufacturing","2021"
"65278","Ohio","332510","Hardware manufacturing","1543"
"65288","Ohio","332722","Bolt, nut, screw, rivet, and washer manufacturing","2760"
"65291","Ohio","332811","Metal heat treating","2311"
